"Name","Compare","Pos","Team","GP","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS","G","A","+/-","PIM","PPP","SOG","Hits","Blocks","HIT+BKS","SOG+HIT+BKS"
"AARON NESS","","D","","1","0","0","0","0","0","1","2","0","2","3","0.00","0.00","0.00","0.00","0.00","1.00","2.00","0.00","2.00","3.00"
"KYLE RAU","","R","","14","0","2","-1","9","0","15","23","15","38","53","0.00","0.14","-0.07","0.64","0.00","1.07","1.64","1.07","2.71","3.79"
"NIC PETAN","","R","MIN","7","0","1","-2","4","0","8","6","2","8","16","0.00","0.14","-0.29","0.57","0.00","1.14","0.86","0.29","1.14","2.29"
"JOSEPH CRAMAROSSA","","C","MIN","4","0","1","-1","15","0","3","10","1","11","14","0.00","0.25","-0.25","3.75","0.00","0.75","2.50","0.25","2.75","3.50"
"MAKSIM SUSHKO","","R","","2","0","0","-1","0","0","0","2","0","2","2","0.00","0.00","-0.50","0.00","0.00","0.00","1.00","0.00","1.00","1.00"
"TUCKER POOLMAN","","D","VAN","39","0","1","-2","2","0","50","69","49","118","168","0.00","0.03","-0.05","0.05","0.00","1.28","1.77","1.26","3.03","4.31"
"MATTIAS SAMUELSSON","","D","BUF","12","0","2","-8","4","0","10","20","10","30","40","0.00","0.17","-0.67","0.33","0.00","0.83","1.67","0.83","2.50","3.33"
"WILLIAM LOCKWOOD","","R","VAN","2","0","0","-2","2","0","3","6","1","7","10","0.00","0.00","-1.00","1.00","0.00","1.50","3.00","0.50","3.50","5.00"
"LUCAS WALLMARK","","C","","20","0","3","-4","6","2","11","25","6","31","42","0.00","0.15","-0.20","0.30","0.10","0.55","1.25","0.30","1.55","2.10"
"CHAD RUHWEDEL","","D","PIT","17","0","2","3","14","0","16","32","13","45","61","0.00","0.12","0.18","0.82","0.00","0.94","1.88","0.76","2.65","3.59"
"JUSTIN BAILEY","","R","","3","0","0","-2","2","0","6","2","0","2","8","0.00","0.00","-0.67","0.67","0.00","2.00","0.67","0.00","0.67","2.67"
"MARK BOROWIECKI","","D","NSH","22","0","1","-2","38","0","18","54","37","91","109","0.00","0.05","-0.09","1.73","0.00","0.82","2.45","1.68","4.14","4.95"
"ALEX BIEGA","","D","","13","0","3","-1","4","0","4","22","11","33","37","0.00","0.23","-0.08","0.31","0.00","0.31","1.69","0.85","2.54","2.85"
"C.J. SMITH","","L","","1","0","0","0","0","0","0","3","0","3","3","0.00","0.00","0.00","0.00","0.00","0.00","3.00","0.00","3.00","3.00"
"RYAN MURRAY","","D","","48","0","14","3","8","0","29","38","73","111","140","0.00","0.29","0.06","0.17","0.00","0.60","0.79","1.52","2.31","2.92"
"EGOR ZAMULA","","D","PHI","2","0","0","1","0","0","5","1","1","2","7","0.00","0.00","0.50","0.00","0.00","2.50","0.50","0.50","1.00","3.50"
"REESE JOHNSON","","C","CHI","5","0","0","-2","9","0","4","22","2","24","28","0.00","0.00","-0.40","1.80","0.00","0.80","4.40","0.40","4.80","5.60"
"MADISON BOWEY","","D","MTL","2","0","1","1","0","0","0","4","1","5","5","0.00","0.50","0.50","0.00","0.00","0.00","2.00","0.50","2.50","2.50"
"LOUIE BELPEDIO","","D","PHI","1","0","0","-1","0","0","2","3","1","4","6","0.00","0.00","-1.00","0.00","0.00","2.00","3.00","1.00","4.00","6.00"
"XAVIER OUELLET","","D","PIT","6","0","0","-1","2","0","5","17","8","25","30","0.00","0.00","-0.17","0.33","0.00","0.83","2.83","1.33","4.17","5.00"
"KEVIN CONNAUTON","","D","PHI","7","0","1","4","7","0","5","12","3","15","20","0.00","0.14","0.57","1.00","0.00","0.71","1.71","0.43","2.14","2.86"
"BEN THOMAS","","D","","5","0","0","1","0","0","3","4","4","8","11","0.00","0.00","0.20","0.00","0.00","0.60","0.80","0.80","1.60","2.20"
"KIEFER SHERWOOD","","R","NSH","16","0","3","2","0","0","18","40","6","46","64","0.00","0.19","0.13","0.00","0.00","1.13","2.50","0.38","2.88","4.00"
"DANIEL WALCOTT","","L","T.B","1","0","0","-1","5","0","1","7","0","7","8","0.00","0.00","-1.00","5.00","0.00","1.00","7.00","0.00","7.00","8.00"
"BRANDON PIRRI","","C","","1","0","0","-2","0","0","2","0","0","0","2","0.00","0.00","-2.00","0.00","0.00","2.00","0.00","0.00","0.00","2.00"
"JEAN-SEBASTIEN DEA","","C","ARI","1","0","0","-1","2","0","2","0","0","0","2","0.00","0.00","-1.00","2.00","0.00","2.00","0.00","0.00","0.00","2.00"
"GEMEL SMITH","","C","T.B","5","0","3","3","11","0","0","6","1","7","7","0.00","0.60","0.60","2.20","0.00","0.00","1.20","0.20","1.40","1.40"
"GLENN GAWDIN","","C","ANA","7","0","1","-1","0","0","1","12","1","13","14","0.00","0.14","-0.14","0.00","0.00","0.14","1.71","0.14","1.86","2.00"
"BROGAN RAFFERTY","","D","SEA","1","0","1","-1","0","0","1","1","1","2","3","0.00","1.00","-1.00","0.00","0.00","1.00","1.00","1.00","2.00","3.00"
"SCOTT SABOURIN","","R","OTT","1","0","0","0","5","0","0","3","0","3","3","0.00","0.00","0.00","5.00","0.00","0.00","3.00","0.00","3.00","3.00"
"SASHA CHMELEVSKI","","R","S.J","5","0","2","-2","2","0","8","7","1","8","16","0.00","0.40","-0.40","0.40","0.00","1.60","1.40","0.20","1.60","3.20"
"ALEXANDER EDLER","","D","L.A","52","0","8","-8","58","0","99","80","118","198","297","0.00","0.15","-0.15","1.12","0.00","1.90","1.54","2.27","3.81","5.71"
"JAKE GARDINER","","D","CAR","26","0","8","-1","11","3","23","15","15","30","53","0.00","0.31","-0.04","0.42","0.12","0.88","0.58","0.58","1.15","2.04"
"FREDRIK CLAESSON","","D","","6","0","0","0","12","0","4","10","7","17","21","0.00","0.00","0.00","2.00","0.00","0.67","1.67","1.17","2.83","3.50"
"FREDERIK GAUTHIER","","C","","2","0","0","0","2","0","1","1","1","2","3","0.00","0.00","0.00","1.00","0.00","0.50","0.50","0.50","1.00","1.50"
"NICK CAAMANO","","R","DAL","24","0","1","-7","17","0","33","41","8","49","82","0.00","0.04","-0.29","0.71","0.00","1.38","1.71","0.33","2.04","3.42"
"OLLE ALSING","","D","OTT","4","0","0","-1","0","0","1","4","2","6","7","0.00","0.00","-0.25","0.00","0.00","0.25","1.00","0.50","1.50","1.75"
"DANIEL CARR","","L","","6","0","1","-2","2","0","5","10","4","14","19","0.00","0.17","-0.33","0.33","0.00","0.83","1.67","0.67","2.33","3.17"
"PAR LINDHOLM","","C","","1","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"ROSS JOHNSTON","","R","NYI","12","0","1","-3","35","0","5","43","6","49","54","0.00","0.08","-0.25","2.92","0.00","0.42","3.58","0.50","4.08","4.50"
"ANDREW AGOZZINO","","C","S.J","3","0","1","0","0","0","3","6","7","13","16","0.00","0.33","0.00","0.00","0.00","1.00","2.00","2.33","4.33","5.33"
"MORGAN FROST","","C","PHI","2","0","0","0","0","0","0","0","0","0","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00"
"MATTHEW PECA","","C","STL","5","0","1","1","0","0","3","9","3","12","15","0.00","0.20","0.20","0.00","0.00","0.60","1.80","0.60","2.40","3.00"
"JALEN CHATFIELD","","D","CAR","18","0","1","-11","12","0","14","11","10","21","35","0.00","0.06","-0.61","0.67","0.00","0.78","0.61","0.56","1.17","1.94"
"THOMAS HICKEY","","D","","5","0","2","5","0","0","2","10","3","13","15","0.00","0.40","1.00","0.00","0.00","0.40","2.00","0.60","2.60","3.00"
"MATTHEW PHILLIPS","","C","CGY","1","0","0","0","0","0","2","0","0","0","2","0.00","0.00","0.00","0.00","0.00","2.00","0.00","0.00","0.00","2.00"
"PATRICK BROWN","","C","PHI","4","0","0","0","2","0","5","7","2","9","14","0.00","0.00","0.00","0.50","0.00","1.25","1.75","0.50","2.25","3.50"
"GREG PATERYN","","D","","13","0","3","0","6","0","13","17","17","34","47","0.00","0.23","0.00","0.46","0.00","1.00","1.31","1.31","2.62","3.62"
"SHELDON DRIES","","C","VAN","3","0","0","1","4","0","1","6","0","6","7","0.00","0.00","0.33","1.33","0.00","0.33","2.00","0.00","2.00","2.33"
"ZAC RINALDO","","C","","4","0","0","-1","5","0","1","13","0","13","14","0.00","0.00","-0.25","1.25","0.00","0.25","3.25","0.00","3.25","3.50"
"JEFFREY VIEL","","L","S.J","11","0","0","-7","23","0","10","22","0","22","32","0.00","0.00","-0.64","2.09","0.00","0.91","2.00","0.00","2.00","2.91"
"SONNY MILANO","","L","","6","0","0","0","0","0","8","4","0","4","12","0.00","0.00","0.00","0.00","0.00","1.33","0.67","0.00","0.67","2.00"
"NATHAN BEAULIEU","","D","","25","0","1","-5","20","0","26","39","30","69","95","0.00","0.04","-0.20","0.80","0.00","1.04","1.56","1.20","2.76","3.80"
"LUCA SBISA","","D","","1","0","0","0","0","0","0","3","2","5","5","0.00","0.00","0.00","0.00","0.00","0.00","3.00","2.00","5.00","5.00"
"JOAKIM RYAN","","D","","4","0","0","-1","0","0","2","1","1","2","4","0.00","0.00","-0.25","0.00","0.00","0.50","0.25","0.25","0.50","1.00"
"BRETT MURRAY","","L","BUF","2","0","0","1","0","0","1","3","1","4","5","0.00","0.00","0.50","0.00","0.00","0.50","1.50","0.50","2.00","2.50"
"MARK ALT","","D","","2","0","0","0","2","0","3","2","1","3","6","0.00","0.00","0.00","1.00","0.00","1.50","1.00","0.50","1.50","3.00"
"BRAYDON COBURN","","D","","19","0","2","-3","14","0","18","27","20","47","65","0.00","0.11","-0.16","0.74","0.00","0.95","1.42","1.05","2.47","3.42"
"DAN RENOUF","","D","BOS","18","0","3","-1","16","0","12","20","3","23","35","0.00","0.17","-0.06","0.89","0.00","0.67","1.11","0.17","1.28","1.94"
"DAKOTA MERMIS","","D","MIN","3","0","0","0","0","0","2","10","4","14","16","0.00","0.00","0.00","0.00","0.00","0.67","3.33","1.33","4.67","5.33"
"LIAM FOUDY","","C","CBJ","24","0","4","0","6","0","40","13","5","18","58","0.00","0.17","0.00","0.25","0.00","1.67","0.54","0.21","0.75","2.42"
"KYLE BURROUGHS","","D","VAN","5","0","1","1","5","0","3","10","2","12","15","0.00","0.20","0.20","1.00","0.00","0.60","2.00","0.40","2.40","3.00"
"JASON DEMERS","","D","","41","0","4","-4","26","0","44","69","30","99","143","0.00","0.10","-0.10","0.63","0.00","1.07","1.68","0.73","2.41","3.49"
"FILIP CHLAPIK","","C","","1","0","0","1","0","0","1","1","0","1","2","0.00","0.00","1.00","0.00","0.00","1.00","1.00","0.00","1.00","2.00"
"BRANDON DAVIDSON","","D","","6","0","0","-4","4","0","7","14","5","19","26","0.00","0.00","-0.67","0.67","0.00","1.17","2.33","0.83","3.17","4.33"
"BOWEN BYRAM","","D","COL","19","0","2","1","23","0","21","33","13","46","67","0.00","0.11","0.05","1.21","0.00","1.11","1.74","0.68","2.42","3.53"
"RYAN MCLEOD","","C","EDM","10","0","1","-2","0","0","3","3","5","8","11","0.00","0.10","-0.20","0.00","0.00","0.30","0.30","0.50","0.80","1.10"
"JOSHUA DUNNE","","C","CBJ","6","0","0","-1","4","0","7","12","7","19","26","0.00","0.00","-0.17","0.67","0.00","1.17","2.00","1.17","3.17","4.33"
"JAN RUTTA","","D","PIT","35","0","8","12","22","0","46","30","32","62","108","0.00","0.23","0.34","0.63","0.00","1.31","0.86","0.91","1.77","3.09"
"OLLI MAATTA","","D","DET","41","0","4","-9","6","0","43","41","53","94","137","0.00","0.10","-0.22","0.15","0.00","1.05","1.00","1.29","2.29","3.34"
"GRIGORI DENISENKO","","L","FLA","7","0","4","1","2","0","6","15","2","17","23","0.00","0.57","0.14","0.29","0.00","0.86","2.14","0.29","2.43","3.29"
"MIKE REILLY","","D","BOS","55","0","27","5","22","4","98","70","43","113","211","0.00","0.49","0.09","0.40","0.07","1.78","1.27","0.78","2.05","3.84"
"ANDREAS BORGMAN","","D","","7","0","2","-2","4","0","7","10","3","13","20","0.00","0.29","-0.29","0.57","0.00","1.00","1.43","0.43","1.86","2.86"
"ADAM RUZICKA","","C","CGY","3","0","1","2","4","0","3","1","0","1","4","0.00","0.33","0.67","1.33","0.00","1.00","0.33","0.00","0.33","1.33"
"A.J. GREER","","L","BOS","1","0","0","0","7","0","0","0","0","0","0","0.00","0.00","0.00","7.00","0.00","0.00","0.00","0.00","0.00","0.00"
"NOAH JUULSEN","","D","VAN","4","0","0","-3","0","0","5","9","4","13","18","0.00","0.00","-0.75","0.00","0.00","1.25","2.25","1.00","3.25","4.50"
"KEATON MIDDLETON","","D","COL","3","0","0","-1","4","0","2","4","1","5","7","0.00","0.00","-0.33","1.33","0.00","0.67","1.33","0.33","1.67","2.33"
"CHASE DELEO","","C","ANA","1","0","0","-2","0","0","1","1","0","1","2","0.00","0.00","-2.00","0.00","0.00","1.00","1.00","0.00","1.00","2.00"
